link, map
https://gggreplays.com/matches/157260, Lost and Found LE
https://gggreplays.com/matches/159708, Para Site LE
https://gggreplays.com/matches/157299, Cerulean Fall LE
https://gggreplays.com/matches/157216, Fracture LE
https://gggreplays.com/matches/157157, Acid Plant LE
https://gggreplays.com/matches/159714, Lost and Found LE
https://gggreplays.com/matches/157156, Dreamcatcher LE
https://gggreplays.com/matches/157153, Lost and Found LE
https://gggreplays.com/matches/157120, Fracture LE
https://gggreplays.com/matches/157113, Acid Plant LE
https://gggreplays.com/matches/157112, Acid Plant LE
https://gggreplays.com/matches/157115, Para Site LE
https://gggreplays.com/matches/160530, Cerulean Fall LE
https://gggreplays.com/matches/160531, Acid Plant LE
https://gggreplays.com/matches/160532, Blueshift LE
https://gggreplays.com/matches/157040, Cerulean Fall LE
https://gggreplays.com/matches/157012, Para Site LE
https://gggreplays.com/matches/157011, Cerulean Fall LE
https://gggreplays.com/matches/157005, Para Site LE
https://gggreplays.com/matches/157013, Fracture LE
https://gggreplays.com/matches/156999, Para Site LE
https://gggreplays.com/matches/156973, Lost and Found LE
https://gggreplays.com/matches/156970, Blueshift LE
https://gggreplays.com/matches/156967, Fracture LE
https://gggreplays.com/matches/156965, Para Site LE
https://gggreplays.com/matches/156962, Acid Plant LE
https://gggreplays.com/matches/156964, Acid Plant LE
https://gggreplays.com/matches/157419, Acid Plant LE
https://gggreplays.com/matches/158407, Acid Plant LE
https://gggreplays.com/matches/157305, Dreamcatcher LE
https://gggreplays.com/matches/156925, Fracture LE
https://gggreplays.com/matches/157304, Cerulean Fall LE
https://gggreplays.com/matches/157301, Blueshift LE
https://gggreplays.com/matches/156902, Blueshift LE
https://gggreplays.com/matches/157303, Para Site LE
https://gggreplays.com/matches/156928, Blueshift LE
https://gggreplays.com/matches/156901, Lost and Found LE
https://gggreplays.com/matches/157312, Para Site LE
https://gggreplays.com/matches/156883, Lost and Found LE
https://gggreplays.com/matches/156926, Fracture LE
https://gggreplays.com/matches/156880, Blueshift LE
https://gggreplays.com/matches/156930, Lost and Found LE
https://gggreplays.com/matches/157308, Blueshift LE
https://gggreplays.com/matches/157306, Blueshift LE
https://gggreplays.com/matches/156871, Cerulean Fall LE
https://gggreplays.com/matches/157309, Cerulean Fall LE
https://gggreplays.com/matches/156872, Para Site LE
https://gggreplays.com/matches/159152, Acid Plant LE
https://gggreplays.com/matches/156933, Para Site LE
https://gggreplays.com/matches/157310, Fracture LE
